NBT_traderID	Tradecode	NBTID	TraderID
4142	lottery agent	12	30421
4143	schoolmaster/schoolmistress	4	30426
4144	stamp agent, stamp office	20	30438
4145	seedsman	1	30438
4146	toyman/woman, toyshop	22	30439
4147	postmaster/postmistress	17	30450
4148	codder	8	30455
4149	musician	14	30458
4150	cabinet maker	24	30465
4151	forgemaster	24	30467
4152	upholsterer	24	30473
4153	depository	25	30492
4154	musical instrument maker	14	30498
4155	musical instrument maker	14	30500
4156	tea dealer	8	30505
4157	piano dealer	14	30505
4158	music professor	14	30506
4159	appraiser	2	30510
4160	letter carrier	23	30534
4161	leather cutter	24	30546
4162	painter	3	30549
4163	postmaster/postmistress	17	30564
4164	silversmith	24	30565
4165	postmaster/postmistress	17	30572
4166	pharmacist/druggist/chemist/patent medicine seller	16	30580
4167	silversmith	24	30597
4168	pharmacist/druggist/chemist/patent medicine seller	16	30604
4169	stamp agent, stamp office?	20	30605
4170	land surveyor	10	30607
4171	stamp agent, stamp office?	20	30608
4172	postmaster/postmistress	17	30627
4173	postmaster/postmistress	17	30631
4174	appraiser	2	30643
4175	appraiser	2	30645
4176	tobacconist	25	30669
4177	varnish maker	24	30670
4178	plater	26	30671
4179	publican	6	22811
4180	cutler	24	22815
4181	modeller	24	22831
4182	musician	14	22903
4183	stamp agent, stamp office	20	22966
4184	seedsman	1	22966
4186	provision dealer	8	23037
4187	pawnbroker	7	23115
4188	painter	3	30679
4189	stamp agent, stamp office	20	30682
4190	inkstand maker	24	30684
4191	pharmacist/druggist/chemist/patent medicine seller	16	30694
4192	hair merchant	25	30712
4193	pharmacist/druggist/chemist/patent medicine seller	16	30713
4194	tobacconist	25	30714
4195	hair merchant	25	30716
4196	pharmacist/druggist/chemist/patent medicine seller	16	30731
4197	pharmacist/druggist/chemist/patent medicine seller	16	30732
4198	interior decorator	10	30735
4199	appraiser	2	30753
4200	appraiser	2	30754
4201	locksmith	24	30759
4202	tea agent	8	30775
4203	engineer?	19	30782
4205	postmaster/postmistress	17	30795
4206	stamp agent, stamp office	20	30810
4207	chaser	26	30811
4208	dealer	25	30814
4209	codder	8	30815
4210	appraiser	2	30821
4211	grocer	8	30829
4212	lottery agent	12	30842
4213	lottery agent	12	30848
4214	pharmacist/druggist/chemist/patent medicine seller	16	30855
4215	postmaster/postmistress	17	30866
4216	insurance agent (British)	9	30873
4217	pharmacist/druggist/chemist/patent medicine seller	16	30876
4218	pharmacist/druggist/chemist/patent medicine seller	16	30878
4219	pharmacist/druggist/chemist/patent medicine seller	16	30888
4220	insurance agent (West of England)	9	30910
4221	banknote engraver	24	30930
4222	upholder	24	30932
4223	sheriff's officer	11	30934
4224	wine merchant	8	30943
4225	wine merchant	8	30944
4226	tea dealer	8	30945
4227	tea dealer	8	30946
4228	lottery agent?	12	30986
4229	pharmacist/druggist/chemist/patent medicine seller	16	31013
4230	stamp agent, stamp office	20	31013
4231	lottery agent	12	31014
4232	pharmacist/druggist/chemist/patent medicine seller	16	31019
4233	postmaster/postmistress	17	31029
4234	schoolmaster/schoolmistress	4	31059
4235	carrier	23	31063
4236	toyman/woman, toyshop	22	31066
4237	schoolmaster/schoolmistress	4	31073
4238	pharmacist/druggist/chemist/patent medicine seller	16	31087
4239	appraiser	2	31104
4240	leather cutter	24	31109
4242	pattern-card maker	24	31163
4243	appraiser	2	31181
4244	toyman/woman, toyshop	22	31183
4245	toyman/woman, toyshop	22	31193
4246	leather cutter	24	31196
4247	pharmacist/druggist/chemist/patent medicine seller	16	31198
4248	tool-maker	24	31213
4249	enameller	24	31229
4250	pharmacist/druggist/chemist/patent medicine seller	16	31232
4251	tobacconist	25	31244
4252	ticket seller	52	31253
4253	appraiser	2	31259
4254	money scrivener	7	31261
4255	coal merchant	25	31267
4256	pharmacist/druggist/chemist/patent medicine seller	16	31269
4257	size maker	24	31291
4258	pharmacist/druggist/chemist/patent medicine seller	16	31326
4259	pharmacist/druggist/chemist/patent medicine seller	16	31327
4260	shipowner	23	31340
4261	pharmacist/druggist/chemist/patent medicine seller	16	31343
4262	rag sorter	21	31344
4263	architect	10	31346
4264	pharmacist/druggist/chemist/patent medicine seller	16	31349
4265	lottery agent	12	31360
4266	musical instrument maker	14	31363
4267	coal merchant	25	31377
4268	iron founder	24	31405
4269	stamp dealer	25	31411
4270	schoolmaster/schoolmistress	4	31432
4271	peruke maker	15	31436
4272	appraiser	2	31437
4273	warehouseman	25	31439
4275	postmaster/postmistress	17	31444
4276	stamp agent, stamp office	20	31444
4277	stamp agent, stamp office	20	31450
4278	pharmacist/druggist/chemist/patent medicine seller	16	31450
4280	pharmacist/druggist/chemist/patent medicine seller	16	31462
4281	lawyer?	11	31467
4282	painter	3	31470
4283	cutler	24	31476
4284	perfumer	16	31511
4285	pharmacist/druggist/chemist/patent medicine seller	16	31513
4286	carrier	23	31524
4287	cruet maker	24	31537
4288	postmaster/postmistress	17	31541
4289	pharmacist/druggist/chemist/patent medicine seller	16	31542
4290	appraiser	2	31545
4291	pharmacist/druggist/chemist/patent medicine seller	16	31550
4292	insurance agent (Atlas)	9	31553
4293	appraiser	2	31554
4294	postmaster/postmistress	17	31558
4295	pharmacist/druggist/chemist/patent medicine seller	16	31560
4296	stamp agent, stamp office	20	31560
4297	pharmacist/druggist/chemist/patent medicine seller	16	31566
4298	dealer	25	31577
4299	pharmacist/druggist/chemist/patent medicine seller	16	31587
4300	stamp agent, stamp office	20	31587
4301	corn mill	8	31601
4302	postmaster/postmistress	17	31605
4303	smallware dealer	25	23148
4304	mathematician	13	23213
4305	corn dealer	8	23221
4306	grocer	8	23274
4307	perfumer	16	23360
4308	land surveyor	10	23363
4309	stamp agent, stamp office	20	31553
4310	postmaster/postmistress	17	31606
4311	pharmacist/druggist/chemist/patent medicine seller	16	31623
4312	pharmacist/druggist/chemist/patent medicine seller	16	31628
4313	draper	21	31637
4314	haberdasher	21	31643
4315	postmaster/postmistress	17	31656
4316	pharmacist/druggist/chemist/patent medicine seller	16	31662
4317	postmaster/postmistress	17	31663
4318	carpenter	24	31666
4319	appraiser	2	31674
4320	house agent	10	31675
4321	grocer	8	31684
4322	appraiser	2	31716
4323	pharmacist/druggist/chemist/patent medicine seller	16	31720
4324	appraiser	2	31729
4325	distiller	8	31732
4326	harness-blacking maker	24	31743
4327	pharmacist/druggist/chemist/patent medicine seller	16	31747
4328	pocket-knife manufacturer	24	31750
4329	mathematical instrument maker	13	31752
4330	stamp agent, stamp office	20	31753
4331	pharmacist/druggist/chemist/patent medicine seller	16	31757
4332	pharmacist/druggist/chemist/patent medicine seller	16	31762
4333	postmaster/postmistress	17	31773
4334	postmaster/postmistress	17	31779
4335	painter	3	31783
4336	leather manufacturer	24	31784
4337	haberdasher	21	31789
4338	insurance agent (Suffolk & General)	9	31799
4339	appraiser	2	31807
4341	joiner	10	31830
4342	blacking maker	24	31835
4343	provision dealer	8	31836
4344	insurance agent (Protector & Crown)	9	31857
4345	postmaster/postmistress	17	31859
4346	cheesemonger	8	31877
4347	pharmacist/druggist/chemist/patent medicine seller	16	31890
4348	sheriff's officer	11	31933
4349	sheriff's officer	11	31935
4350	corn mill	8	31942
4351	hosier	21	31947
4352	plasterer	26	31948
4353	plasterer	26	31951
4354	billiard room	6	31952
4355	pharmacist/druggist/chemist/patent medicine seller	16	31961
4356	toyman/woman, toyshop	22	31992
4357	land surveyor	10	31994
4358	estate agent	10	31998
4359	carrier	23	32004
4360	carrier	23	32005
4361	cabinet maker	24	32007
4362	grocer	8	32015
4363	insurance agent	9	32024
4364	appraiser	2	32025
4365	grocer	8	32035
4366	locksmith	24	32038
4367	grocer	8	32039
4368	victualler	8	32044
4369	silversmith	24	32046
4370	appraiser	2	32061
4371	draper	21	32067
4372	millwright	24	32072
4373	confectioner	8	32079
4374	clerk in Post Office	17	32090
4375	imperial platemaker	24	32097
4376	imperial platemaker	24	32099
4377	codder	8	32108
4378	insurance agent	9	32117
4379	watchmaker	19	32123
4380	musical instrument maker	14	32139
4381	seal engraver	24	32141
4382	postmaster/postmistress	17	32166
4383	ivory turner	24	32175
4384	victualler	8	32182
4385	painter	3	32190
4386	coffee dealer	8	32193
4387	feather merchant	25	32215
4388	haberdasher	21	32223
4390	appraiser	2	32252
4391	flock manufacturer	21	32258
4392	confectioner	8	32259
4393	sheathing-board maker	24	32280
4394	letter carrier	23	32282
4395	mathematical instrument maker	13	32285
4396	sheathing-board maker	24	32298
4397	appraiser	2	32311
4398	drawing master	5	32341
4399	ironmonger	25	32342
4400	postmaster/postmistress	17	32348
4401	jeweller	25	32350
4402	fancy repository	25	32351
4403	lodging-house keeper	6	32353
4404	postmaster/postmistress	17	32360
4405	overseer	26	32378
4406	money scrivener	7	32381
4407	postmaster/postmistress	17	32383
4408	lottery agent	12	32391
4409	insurance agent	9	32391
4410	pawnbroker	7	32399
4411	grocer	8	32409
4412	colour maker	3	23372
4413	cutler	24	23382
4414	teacher (music)	14	23433
4415	pattern-card maker	24	23511
4416	stamp agent, stamp office	20	23529
4417	innkeeper	6	23663
4418	stamp agent, stamp office	20	23668
4419	grocer	8	23668
4420	stamp agent, stamp office	20	23693
4421	pharmacist/druggist/chemist/patent medicine seller	16	32415
4422	tea dealer	8	32422
4423	postmaster/postmistress	17	32454
4424	letter carrier	23	32462
4425	appraiser	2	32468
4426	leather cutter	24	32474
4427	draper	21	32484
4428	lottery agent	12	32492
4429	insurance agent	9	32492
4430	lottery agent	12	32495
4431	lottery agent	12	32496
4432	insurance agent	9	32496
4433	lottery agent	12	32507
4434	insurance agent (Argus)	9	32512
4435	pharmacist/druggist/chemist/patent medicine seller	16	32551
4436	mathematical instrument maker	13	32587
4437	artists' repository	3	32595
4438	navigation warehouse	23	32615
4439	insurance agent (Phoenix)	9	32621
4440	stamp agent, stamp office	20	32635
4441	lottery agent	12	32638
4442	stamp agent, stamp office	20	32638
4443	stamp agent, stamp office	20	32639
4444	stamp agent, stamp office	20	32644
4445	pharmacist/druggist/chemist/patent medicine seller	16	32644
4446	tea dealer	8	32646
4447	nautical instrument seller/dealer	19	32647
4448	postboy	17	32649
4449	pharmacist/druggist/chemist/patent medicine seller	16	32650
4450	pharmacist/druggist/chemist/patent medicine seller	16	32651
4451	barber	15	32675
4452	pharmacist/druggist/chemist/patent medicine seller	16	32678
4453	musical instrument seller/dealer	14	32678
4454	colour warehouse	3	32684
4455	colour warehouse	3	32688
4456	grocer	8	32691
4457	teacher (music)	14	32696
4458	school slate manufacturer	24	32705
4459	ivory turner	24	32717
4460	pharmacist/druggist/chemist/patent medicine seller	16	32737
4461	bottle dealer	25	32740
4462	appraiser	2	32745
4463	postmaster/postmistress	17	32755
4464	insurance agent	9	32766
4465	draper	21	32773
4466	musical instrument seller/dealer	14	32776
4467	pocket-knife manufacturer	24	32807
4468	shoemaker	21	32813
4469	musical instrument maker	14	32823
4470	teacher	5	32826
4471	fishing-tackle maker	24	32830
4472	jeweller	25	32849
4473	stamp agent, stamp office	20	32859
4474	appraiser	2	32860
4475	straw-hat maker	21	32874
4476	straw-hat maker	21	32875
4477	statuary	3	32911
4478	pharmacist/druggist/chemist/patent medicine seller	16	32921
4479	appraiser	2	32925
4480	retail brewer	8	32930
4481	tea dealer	8	32931
4482	appraiser	2	32935
4483	appraiser	2	32936
4484	millwright	24	32966
4485	lottery agent	12	32979
4486	schoolmaster/schoolmistress	4	32979
4487	stamp agent, stamp office	20	32980
4488	teacher (writing)	5	32985
4489	cutler	24	32994
4490	appraiser	2	33026
4491	pharmacist/druggist/chemist/patent medicine seller	16	33043
4492	musician	14	33045
4493	estate agent	10	33046
4494	stamp agent, stamp office	20	33081
4495	pharmacist/druggist/chemist/patent medicine seller	16	33084
4496	iron dealer	25	33090
4497	distiller	8	33097
4498	figure engraver	3	33099
4499	corn mill	8	33112
4500	letter carrier	23	33113
4501	hardwareman	25	33130
4502	schoolmaster/schoolmistress	4	33142
4503	letter carrier	23	33146
4504	post office clerk	17	33189
4505	navy agent	23	33193
4506	appraiser	2	33196
4507	leather cutter	24	33208
4508	picture dealer	3	33222
4509	oil-paintings dealer	3	33223
4510	letter carrier	23	33225
4511	furniture broker	25	33232
4512	pharmacist/druggist/chemist/patent medicine seller	16	33242
4513	artist	3	33243
4514	appraiser	2	33257
4515	postmaster/postmistress	17	33267
4516	pharmacist/druggist/chemist/patent medicine seller	16	33270
4517	merchant	25	33271
4518	cutler	24	23717
4519	polygraph manufacturer	19	23717
4520	Baptist minister	18	23773
4521	gilder	19	23783
4522	oil-paintings dealer	3	23783
4523	gilder	19	23785
4524	carpet warehouse	21	23829
4525	farmer	1	23897
4526	farmer	1	23909
4527	gilder	19	23913
4528	postmaster/postmistress	17	33272
4529	publican	6	33273
4530	milliner	21	33288
4531	leather cutter	24	33299
4532	appraiser	2	33304
4533	postmaster/postmistress	17	33322
4534	toyman/woman, toyshop	22	33332
4535	appraiser	2	33333
4536	postmaster/postmistress	17	33334
4537	instrument maker	19	33347
4538	pharmacist/druggist/chemist/patent medicine seller	16	33355
4539	dyer	21	33366
4540	schoolmaster/schoolmistress	4	33373
4541	broker	7	33409
4542	merchant	25	33417
4544	postmaster/postmistress	17	33421
4545	turner	24	33441
4546	schoolmaster/schoolmistress	4	33450
4547	schoolmaster/schoolmistress	4	33451
4548	tobacconist	25	33471
4549	stay-maker	21	33478
4550	flute maker (patent)	14	33484
4551	postmaster/postmistress	17	33490
4552	pattern-book maker	24	33496
4553	pattern-card maker	24	33496
4554	teacher (music)	14	33497
4555	postmaster/postmistress	17	33503
4556	vintner?	8	33507
4557	organist	14	33517
4558	fancy repository	25	33528
4559	pattern-card maker	24	33533
4560	appraiser	2	33538
4561	pharmacist/druggist/chemist/patent medicine seller	16	33540
4562	postmaster/postmistress	17	33560
4563	schoolmaster/schoolmistress	4	33561
4564	pharmacist/druggist/chemist/patent medicine seller	16	33568
4565	organist	14	33572
4566	schoolmaster/schoolmistress	4	33582
4567	schoolmaster/schoolmistress	4	33583
4568	postmaster/postmistress	17	33598
4569	pharmacist/druggist/chemist/patent medicine seller	16	33601
4570	depository	25	33610
4571	joiner	10	33611
4572	draper?	21	33624
4573	pharmacist/druggist/chemist/patent medicine seller	16	33626
4574	glazier	10	33627
4575	toyman/woman, toyshop	22	33644
4577	musician	14	33701
4579	musical instrument seller/dealer	14	33706
4580	musical instrument seller/dealer	14	33707
4581	musical instrument seller/dealer	14	33708
4582	musical instrument maker	14	33709
4583	musical instrument seller/dealer	14	33709
4585	wax chandler	25	33750
4586	postmaster/postmistress	17	33772
4587	wax chandler	25	33774
4588	chaser	26	33777
4589	scholastic agent	5	33789
4590	postmaster/postmistress	17	33812
4591	architect	10	33820
4592	fancy goods dealer	25	33821
4593	die-sinker	24	33834
4594	postmaster/postmistress	17	33839
4595	pharmacist/druggist/chemist/patent medicine seller	16	33841
4596	scribbling miller	26	33847
4597	pharmacist/druggist/chemist/patent medicine seller	16	33855
4598	dealer	25	33858
4599	postmaster/postmistress	17	33860
4600	shopkeeper	25	33863
4601	tailor	21	33877
4602	land surveyor	10	33883
4603	carver	24	33900
4604	clerk in Post Office	17	33948
4605	insurance agent	9	33965
4606	linen draper	21	33988
4607	worker	26	33997
4608	painter	3	34003
4609	leather cutter	24	34026
4610	pharmacist/druggist/chemist/patent medicine seller	16	34034
4611	carver	24	34039
4612	insurance agent	9	34040
4613	painter	3	34042
4614	broker	7	34055
4615	saltpeterman	26	34058
4616	grocer	8	34063
4617	insurance agent (Birmingham)	9	34064
4618	appraiser	2	34065
4619	postmaster/postmistress	17	34075
4620	letter carrier	23	34077
4621	clockmaker	19	34080
4622	hatter	21	34086
4623	schoolmaster/schoolmistress	4	34098
4624	stamp agent, stamp office	20	34099
4625	pharmacist/druggist/chemist/patent medicine seller	16	34111
4626	clerk?	26	34117
4627	musical instrument seller/dealer	14	23931
4628	pharmacist/druggist/chemist/patent medicine seller	16	23931
4629	lottery agent	12	23931
4630	coffee room	6	23943
4631	house agent	10	23985
4632	watchcase maker	24	24076
4633	doctor?	16	24100
4634	appraiser	2	24106
4635	builder	10	24106
4636	builder	10	24107
4637	jeweller	25	24121
4638	jeweller	25	24127
4639	shopkeeper	25	24147
4640	comedian	6	24332
4641	painter	3	24346
4642	stamp agent, stamp office	20	24357
4643	violin maker	14	24391
4644	appraiser	2	34118
4645	victualler	8	34120
4646	appraiser	2	34127
4647	pharmacist/druggist/chemist/patent medicine seller	16	34136
4648	music composer	14	34140
4649	pharmacist/druggist/chemist/patent medicine seller	16	34149
4650	pharmacist/druggist/chemist/patent medicine seller	16	34150
4651	insurance agent	9	34162
4652	pharmacist/druggist/chemist/patent medicine seller	16	34168
