NBT_traderID	Tradecode	NBTID	TraderID
3284	insurance agent	9	19437
3285	insurance agent (Experience)	9	19515
3286	linen draper	21	19529
3287	undertaker	15	19554
3288	insurance agent	9	19693
3289	stamp agent, stamp office	20	19710
3290	clerk?	26	19760
3291	pharmacist/druggist/chemist/patent medicine seller	16	19784
3292	oak dealer	25	19818
3293	cabinet maker	24	19872
3294	cabinet maker	24	19941
3295	butcher	8	19954
3296	china/glass/earthenware seller/dealer	25	23936
3297	pharmacist/druggist/chemist/patent medicine seller	16	23954
3298	glazier	10	23972
3299	schoolmaster/schoolmistress?	4	23973
3300	mattress maker	24	23980
3301	stamp agent, stamp office	20	23983
3302	upholsterer	24	23983
3303	postmaster/postmistress	17	23984
3304	appraiser	2	23985
3305	grocer	8	23988
3306	musical instrument seller/dealer	14	23989
3307	postmaster/postmistress	17	23990
3308	grocer	8	23991
3309	broker	7	24002
3310	shoemaker	21	24020
3311	cabinet maker	24	24030
3312	miniature painter	3	24042
3313	pharmacist/druggist/chemist/patent medicine seller	16	24063
3314	pharmacist/druggist/chemist/patent medicine seller	16	24067
3315	watchcase maker	24	24075
3316	merchant	25	24076
3317	postmaster/postmistress	17	24084
3318	pharmacist/druggist/chemist/patent medicine seller	16	24095
3319	wine merchant	8	24104
3320	schoolmaster/schoolmistress	4	24105
3321	land surveyor	10	24106
3322	appraiser	2	24107
3323	leather cutter	24	24109
3324	officiating curate	18	24112
3325	ticket seller	25	24116
3326	writing master	5	24118
3327	goldsmith	24	24121
3328	goldsmith	24	24127
3329	shopkeeper	25	24146
3330	postmaster/postmistress	17	24147
3331	pharmacist/druggist/chemist/patent medicine seller	16	24149
3332	warehouseman	25	24152
3333	operative	26	24164
3334	bore merchant	25	24165
3335	pharmacist/druggist/chemist/patent medicine seller	16	24172
3336	corn miller	8	24209
3337	sorter	26	24210
3338	corn miller	8	24212
3339	pharmacist/druggist/chemist/patent medicine seller	16	24221
3340	letter carrier	23	24244
3341	pharmacist/druggist/chemist/patent medicine seller	16	24247
3342	pharmacist/druggist/chemist/patent medicine seller	16	24273
3343	painter	3	24276
3344	appraiser	2	24283
3345	barber	15	24309
3346	comedian	6	24319
3347	comedian	6	24320
3348	hatter	21	24323
3349	schoolmaster/schoolmistress	4	24332
3350	stamp agent, stamp office	20	24335
3351	plumber	10	24346
3352	police officer	11	24355
3353	insurance agent	9	24357
3354	toyman/woman, toyshop	22	24361
3355	insurance agent	9	24366
3356	pharmacist/druggist/chemist/patent medicine seller	16	24370
3357	draper	21	24379
3358	pharmacist/druggist/chemist/patent medicine seller	16	24381
3359	joiner	10	24391
3360	appraiser	2	24392
3361	silversmith	24	24395
3362	painter	3	24443
3363	appraiser	2	24451
3364	insurance agent	9	24463
3365	insurance agent	9	24464
3366	Keeper	26	24470
3367	millwright	24	24476
3368	draper	21	24480
3369	music professor	14	24485
3370	needlemaker	24	24494
3371	stamp agent, stamp office	20	24501
3372	pharmacist/druggist/chemist/patent medicine seller	16	24510
3373	hairdresser	15	24517
3374	postmaster/postmistress	17	24546
3375	agent Kaleidoscope	6	24557
3376	grocer	8	24562
3377	schoolmaster/schoolmistress	4	24571
3378	postmaster/postmistress	17	24589
3379	merchant	25	24592
3380	seal engraver	24	24603
3381	enameller	24	24616
3382	butcher	8	24627
3383	toyman/woman, toyshop	22	24630
3384	organ builder	14	24650
3385	land surveyor	10	24682
3386	postmaster/postmistress	17	24687
3387	rope merchant	25	24735
3388	appraiser	2	24737
3389	pharmacist/druggist/chemist/patent medicine seller	16	24744
3390	corn mill	8	24746
3391	corn mill	8	24752
3392	postmaster/postmistress	17	24766
3393	pharmacist/druggist/chemist/patent medicine seller	16	24771
3394	hatter	21	24772
3395	boot maker	21	24777
3396	seal engraver	24	24779
3397	seal engraver	24	24780
3398	postboy	17	24785
3399	appraiser	2	24797
3400	jeweller	25	24807
3401	innkeeper	6	20036
3402	glazier	10	20059
3403	brace manufacturer	24	20106
3404	schoolmaster/schoolmistress	4	20245
3405	ham dealer	8	20290
3406	schoolmaster/schoolmistress?	4	20303
3407	glazier	10	20327
3408	insurance agent (Provident)	9	20425
3409	ironmonger?	25	20436
3410	photographer	15	20520
3411	stamp agent, stamp office	20	20631
3412	postmaster/postmistress	17	20631
3413	insurance agent	9	20631
3414	grocer	8	20797
3415	cutler	24	24807
3416	hosier	21	24809
3417	insurance agent	9	24834
3418	tobacconist	25	24845
3419	stamp agent, stamp office	20	24850
3420	pharmacist/druggist/chemist/patent medicine seller	16	24850
3421	pharmacist/druggist/chemist/patent medicine seller	16	24859
3422	shopkeeper	25	24875
3423	pharmacist/druggist/chemist/patent medicine seller	16	24880
3424	post office keeper	17	24881
3425	grocer	8	24881
3426	picture dealer	3	24882
3427	oil-paintings dealer	3	24883
3428	grocer	8	24904
3429	insurance agent	9	24904
3430	merchant	25	24907
3431	frame maker	24	24910
3432	picture dealer	3	24918
3433	apothecary	16	24920
3434	appraiser	2	24921
3435	seal cutter	24	24934
3436	postmaster/postmistress	17	24957
3437	postmaster/postmistress	17	24962
3438	insurance agent	9	24964
3439	artists' colourman	3	24968
3440	hop merchant	1	24970
3441	oil leatherdresser	24	24982
3442	hop merchant	1	24997
3445	musical instrument maker	14	25004
3446	painter?	3	25013
3447	stamp agent, stamp office	20	25021
3448	wire worker	24	25040
3449	wire worker	24	25041
3450	wire worker	24	25042
3451	wire worker	24	25043
3452	wire worker	24	25044
3453	postmaster/postmistress	17	25052
3454	lampblack maker	24	25056
3455	lampblack maker	24	25057
3458	appraiser	2	25077
3459	marine-store dealer	25	25079
3460	navigation	23	25086
3461	pharmacist/druggist/chemist/patent medicine seller	16	25089
3462	lever watch	26	25096
3463	postmaster/postmistress	17	25099
3464	postmaster/postmistress	17	25106
3465	musical instrument seller/dealer	14	25119
3466	pharmacist/druggist/chemist/patent medicine seller	16	25124
3467	inkstand maker	24	25126
3468	postmaster/postmistress	17	25128
3469	peruke maker	15	25209
3470	insurance agent	9	25222
3471	mathematical instrument maker	13	25226
3472	insurance agent	9	25231
3473	postmaster/postmistress	17	25232
3474	postmaster/postmistress	17	25241
3475	insurance agent (Norwich Union)	9	25245
3476	pharmacist/druggist/chemist/patent medicine seller	16	25248
3477	piano hire	14	25249
3478	insurance agent	9	25256
3479	cotton spinner	21	25261
3480	pharmacist/druggist/chemist/patent medicine seller	16	25300
3481	stamp agent, stamp office	20	25300
3482	carrier	23	25301
3483	pharmacist/druggist/chemist/patent medicine seller	16	25313
3484	pharmacist/druggist/chemist/patent medicine seller	16	25329
3485	stamp agent, stamp office	20	25329
3486	postmaster/postmistress	17	25353
3487	clerk	26	25358
3488	toyman/woman, toyshop	22	25365
3489	lottery agent	12	25372
3490	postmaster/postmistress	17	25375
3491	teacher	5	25383
3492	corn miller?	8	25400
3493	postmaster/postmistress	17	25416
3494	leather cutter	24	25440
3495	postmaster/postmistress	17	25441
3496	barometer maker	19	25445
3497	insurance agent	9	25456
3498	appraiser	2	25472
3499	musical instrument seller/dealer	14	25486
3500	beerhouse	8	25487
3501	milliner	21	25494
3502	spirit dealer	8	25502
3503	umbrella maker	24	25526
3504	sheriff's bailiff	11	25536
3505	appraiser	2	25537
3506	lottery agent	12	25546
3507	watchmaker	19	25567
3508	carrier	23	25580
3509	appraiser	2	25582
3510	pharmacist/druggist/chemist/patent medicine seller	16	25583
3511	grocer	8	25601
3512	hatter	21	25611
3513	postman	17	25627
3514	old/brown rope dealer	25	25639
3515	pharmacist/druggist/chemist/patent medicine seller	16	25659
3516	musical instrument seller/dealer	14	25665
3517	gilder	19	20846
3518	painter	3	20846
3519	furniture broker	25	20890
3520	violin maker	14	21134
3521	goldsmith	24	21207
3522	estate agent	10	21213
3523	carpet warehouse	21	21265
3524	gilder	19	21377
3525	postmaster/postmistress	17	25676
3526	postmaster/postmistress	17	25681
3527	appraiser	2	25686
3528	toyman/woman, toyshop	22	25687
3529	upholsterer	24	25689
3530	appraiser	2	25694
3531	surgeon?	16	25698
3532	pharmacist/druggist/chemist/patent medicine seller	16	25700
3533	insurance agent	9	25700
3534	clerk?	26	25711
3535	teacher	5	25713
3536	carrier	23	25715
3537	musical instrument seller/dealer	14	25729
3538	pharmacist/druggist/chemist/patent medicine seller	16	25730
3539	stamp agent, stamp office	20	25746
3540	pharmacist/druggist/chemist/patent medicine seller	16	25747
3541	lottery agent	12	25747
3542	appraiser	2	25755
3543	carpet warehouse	21	25786
3544	chocolate manufacturer	8	25799
3545	schoolmaster/schoolmistress	4	25843
3546	schoolmaster/schoolmistress	4	25844
3547	pharmacist/druggist/chemist/patent medicine seller	16	25847
3548	carver	24	25877
3549	postmaster/postmistress	17	25885
3550	tailor	21	25896
3551	pawnbroker	7	25898
3552	valuer	2	25908
3553	valuer	2	25909
3554	insurance agent	9	25917
3555	appraiser	2	25918
3556	appraiser	2	25934
3557	artists' colourman	3	25938
3558	schoolmaster/schoolmistress	4	25941
3559	appraiser	2	25943
3560	portable-desk manufacturer	24	25965
3561	lottery agent	12	25968
3562	pharmacist/druggist/chemist/patent medicine seller	16	25971
3563	linen draper	21	25975
3564	carver	24	25976
3565	clerk in Post Office	17	25985
3566	lottery agent	12	26002
3567	land surveyor	10	26005
3568	carver	24	26043
3569	advertising agent	26	26052
3570	advertising agent	26	26053
3571	attorney's clerk	11	26055
3572	writing master	5	26074
3573	postmaster/postmistress	17	26094
3574	draper	21	26099
3575	oil-paintings dealer	3	26101
3577	last maker	24	26107
3578	schoolmaster/schoolmistress	4	26109
3579	insurance agent (Bath Sun)	9	26111
3580	pharmacist/druggist/chemist/patent medicine seller	16	26115
3581	stamp agent, stamp office	20	26117
3582	pharmacist/druggist/chemist/patent medicine seller	16	26133
3583	picture dealer	3	26141
3584	gilder	19	26142
3585	pharmacist/druggist/chemist/patent medicine seller	16	26143
3586	pharmacist/druggist/chemist/patent medicine seller	16	26149
3587	draper	21	26155
3588	teacher (music)	14	26161
3589	postmaster/postmistress	17	26168
3590	lottery agent	12	26175
3591	pharmacist/druggist/chemist/patent medicine seller	16	26196
3592	hydrometer manufacturer	19	26215
3593	piano maker	14	26222
3594	carver	24	26230
3595	carver	24	26231
3596	pharmacist/druggist/chemist/patent medicine seller	16	26236
3597	postmaster/postmistress	17	26257
3598	pharmacist/druggist/chemist/patent medicine seller	16	26273
3599	carver	24	26280
3600	Merchant Taylor's Co	21	26285
3601	stamp agent, stamp office (sub-distributor)	20	26290
3602	postmaster/postmistress	17	26297
3603	music professor	14	26299
3604	tea dealer	8	26328
3605	tobacconist	25	26339
3606	land surveyor	10	26361
3607	insurance agent (Atlas)	9	26367
3608	grocer	8	26369
3609	tea dealer	8	26369
3610	postmaster/postmistress	17	26373
3611	painter	3	26375
3612	musical instrument seller/dealer	14	26377
3613	builder	10	26378
3614	linen draper	21	26396
3615	gutta-percha dealer	25	26403
3616	postmaster/postmistress	17	26406
3617	lottery agent	12	26411
3618	pharmacist/druggist/chemist/patent medicine seller	16	26411
3619	lottery agent	12	26412
3620	carrier	23	26415
3621	appraiser	2	26436
3622	pharmacist/druggist/chemist/patent medicine seller	16	26443
3623	Catholic priest	18	26445
3624	glazier	10	26446
3625	postmaster/postmistress	17	26459
3626	postmaster/postmistress	17	26461
3627	perfumer	16	26463
3628	insurance agent	9	26472
3629	postmaster/postmistress	17	26476
3630	letter carrier	23	26480
3631	postmaster/postmistress	17	26489
3633	appraiser	2	26509
3634	postmaster/postmistress	17	26510
3635	filesmith	24	26525
3636	sheriff's officer	11	26534
3637	maltster	8	21384
3638	attorney	11	21394
3639	shopkeeper	25	21455
3640	house agent	10	25755
3641	appraiser	2	26534
3642	land surveyor	10	26537
3643	picture frame maker	3	26549
3644	appraiser	2	26550
3645	baker	8	26560
3646	clerk in Post Office	17	26565
3647	postmaster/postmistress	17	26573
3648	musical instrument seller/dealer	14	26576
3649	watchmaker	19	26578
3650	toyman/woman, toyshop	22	26579
3651	artist	3	26595
3652	musical instrument seller/dealer	14	26603
3653	cutler	24	26610
3654	barrister	11	26632
3655	pharmacist/druggist/chemist/patent medicine seller	16	26633
3656	pharmacist/druggist/chemist/patent medicine seller	16	26681
3657	pharmacist/druggist/chemist/patent medicine seller	16	26689
3659	letter carrier	23	26714
3660	insurance agent (County)	9	26717
3661	engine driver	23	26728
3662	schoolmaster/schoolmistress?	4	26742
3663	fancy repository	25	26743
3664	Salop carrier	23	26745
3665	Salop carrier	23	26747
3666	instrument maker	19	26751
3667	appraiser	2	26760
3668	pharmacist/druggist/chemist/patent medicine seller	16	26768
3669	marriage bureau	15	26777
3670	postmaster/postmistress	17	26789
3672	insurance agent	9	26796
3673	insurance agent	9	26814
3674	musical instrument maker	14	26831
3675	insurance agent	9	26832
3676	pharmacist/druggist/chemist/patent medicine seller	16	26840
3677	writing master	5	26843
3678	writing master	5	26849
3679	toyman/woman, toyshop	22	26850
3680	pharmacist/druggist/chemist/patent medicine seller	16	26874
3681	artists' colourman	3	26880
3682	schoolmaster/schoolmistress	4	26885
3683	practised medicine	16	26898
3684	pharmacist/druggist/chemist/patent medicine seller	16	26899
3685	insurance agent	9	26899
3686	music porter	14	26919
3687	organist	14	26922
3688	plater	26	26924
3689	pawnbroker	7	26924
3690	stamp agent, stamp office	20	26928
3691	insurance agent	9	26928
3692	postmaster/postmistress	17	26940
3693	woollen draper	21	26954
3694	postmaster/postmistress?	17	26966
3695	seal engraver	24	27012
3696	die engraver	24	27013
3697	musical instrument seller/dealer	14	27014
3698	schoolmaster/schoolmistress	4	27038
3699	insurance agent (General)	9	27040
3700	grocer	8	27067
3701	cutler	24	27073
3702	lottery agent	12	27083
3703	pharmacist/druggist/chemist/patent medicine seller	16	27088
3704	chaser	26	27101
3705	shopkeeper	25	27102
3706	cordwainer?	21	27104
3707	appraiser	2	27112
3708	chaser	26	27117
3709	lampblack maker	24	27138
3710	pharmacist/druggist/chemist/patent medicine seller	16	27140
3711	fuller	24	27151
3712	postmaster/postmistress	17	27155
3713	pharmacist/druggist/chemist/patent medicine seller	16	27159
3714	lottery agent	12	27165
3715	pocket-knife manufacturer	24	27174
3716	pharmacist/druggist/chemist/patent medicine seller	16	27178
3717	brewer	8	27183
3718	writing master	5	27185
3719	photographer	15	27191
3720	pocket-knife manufacturer	24	27204
3721	pocket-knife manufacturer	24	27207
3722	pocket-knife manufacturer	24	27209
3723	grocer	8	27210
3724	toyman/woman, toyshop	22	27214
3725	pharmacist/druggist/chemist/patent medicine seller	16	27234
3726	ironmonger	25	27252
3727	ironmonger	25	27253
3728	pharmacist/druggist/chemist/patent medicine seller	16	27259
3729	stamp agent, stamp office	20	27259
3730	pharmacist/druggist/chemist/patent medicine seller	16	27260
3731	stamp agent, stamp office	20	27260
3732	silversmith	24	21457
3733	piano maker	14	21559
3734	rabbit dealer	8	21582
3735	victualler	8	21601
3736	glazier	10	21607
3737	postmaster/postmistress	17	21696
3738	perfumer	16	21831
3739	stamp agent, stamp office	20	21832
3740	piano warehouse	14	21844
3741	architect	10	21937
3742	gilder	19	21964
3743	soda-water manufacturer	8	21969
3744	insurance agent	9	22001
3745	turner	24	27309
3746	bazaar keeper	25	27314
3747	bazaar keeper	25	27315
3748	toyman/woman, toyshop	22	27316
3749	pharmacist/druggist/chemist/patent medicine seller	16	27331
3750	mathematical instrument seller/dealer	13	27366
3751	postmaster/postmistress	17	27369
3752	stamp agent, stamp office	20	27369
3753	postmaster/postmistress	17	27370
3754	money scrivener	7	27371
3755	artists' repository	3	27374
3756	hosier	21	27387
3757	tie manufacturer (paper)	24	27390
3758	undertaker	15	27401
3759	banker's clerk	7	27405
3760	musical instrument seller/dealer	14	27451
3761	money lender	7	27456
3762	hardwareman	25	27457
3763	rag gatherer	21	27459
3764	victualler	8	27466
3765	vinegar merchant	8	27496
3766	warehouseman	25	27501
3767	warehouseman	25	27502
3768	appraiser	2	27509
3769	valuer	2	27510
3770	appraiser	2	27513
3772	graver	19	27520
3773	mathematical instrument maker	13	27528
3774	carver	24	27541
3775	embosser	24	27565
3776	pharmacist/druggist/chemist/patent medicine seller	16	27569
3777	postmaster/postmistress	17	27571
3778	corn mill	8	27626
3779	jeweller	25	27630
3780	jeweller	25	27631
3781	toyman/woman, toyshop	22	27632
3782	jeweller	25	27633
3783	jeweller	25	27641
3784	jeweller	25	27642
3785	jeweller	25	27644
3786	lottery agent	12	27710
3787	toyman/woman, toyshop	22	27720
3788	Dissenting minister	18	27730
3789	Dissenting minister	18	27731
3790	rope maker	24	27736
3791	stamp agent, stamp office	20	27768
3792	innkeeper	6	27776
3793	perfumer	16	27777
3794	pharmacist/druggist/chemist/patent medicine seller	16	27778
3795	insurance agent	9	27784
3796	insurance agent (Albion Fire Office)	9	27785
3798	provision dealer	8	27798
3799	writing master	5	27803
3800	lawyer	11	27814
3801	postmaster/postmistress	17	27817
3802	postmaster/postmistress	17	27826
3803	victualler	8	27827
3804	china/glass/earthenware seller/dealer warehouse	25	27835
3805	clerk in Post Office	17	27855
3806	insurance agent	9	27868
3807	pharmacist/druggist/chemist/patent medicine seller	16	27891
3808	writing master	5	27894
3809	letter carrier	23	27930
3810	pharmacist/druggist/chemist/patent medicine seller	16	27936
3811	letter carrier	23	27944
3812	pharmacist/druggist/chemist/patent medicine seller	16	27947
3813	dye-maker	24	27956
3814	pharmacist/druggist/chemist/patent medicine seller	16	27988
3815	coal agent	25	27991
3816	insurance agent	9	27994
3817	insurance agent	9	28003
3818	perfumer	16	28003
3819	button-card maker	24	28005
3820	insurance agent	9	28008
3821	postmaster/postmistress	17	28018
3822	appraiser	2	28019
3823	grocer	8	28028
3824	pharmacist/druggist/chemist/patent medicine seller	16	28029
3825	letter writer	15	28036
3826	grocer	8	28038
3827	nautical instrument warehouse	19	28053
3828	picture restorer	3	28056
3829	china/glass/earthenware seller/dealer	25	28057
3830	insurance agent (County Fire)	9	28058
3831	stamp agent, stamp office	20	28064
3832	pattern-card maker	24	28080
3833	tobacconist	25	28088
3834	musical instrument maker	14	28094
3835	musical instrument maker	14	28099
3836	teacher	5	28108
3837	musician	14	28113
3838	musician	14	28114
3839	postmaster/postmistress	17	28120
3840	pharmacist/druggist/chemist/patent medicine seller	16	28125
3841	watchmaker	19	28132
3842	postmaster/postmistress	17	28165
3843	grocer	8	28181
3844	factor	25	28184
3845	glover	21	22033
3846	gilder	19	22046
3847	stamp agent, stamp office	20	22083
3848	insurance agent	9	22083
3849	gilder	19	22134
3850	tobacconist	25	22257
3852	florist	1	22335
3853	pattern-card maker	24	22399
3854	pharmacist/druggist/chemist/patent medicine seller	16	22406
3855	carver	24	22488
3856	gilder	19	22488
3857	insurance agent	9	27331
3858	pharmacist/druggist/chemist/patent medicine seller	16	28193
3859	dealer	25	28199
3860	grocer	8	28200
3861	pharmacist/druggist/chemist/patent medicine seller	16	28204
3862	lorimer	24	28206
3863	pharmacist/druggist/chemist/patent medicine seller	16	28217
3864	appraiser	2	28218
3865	appraiser	2	28232
3866	shopkeeper	25	28233
3867	insurance agent	9	28235
3868	toyman/woman, toyshop	22	28266
3869	insurance agent	9	28310
3870	pharmacist/druggist/chemist/patent medicine seller	16	28311
3871	musical instrument seller/dealer	14	28317
3872	dyer	21	28319
3873	dyer	21	28320
3874	dyer	21	28321
3875	postmaster/postmistress	17	28332
3876	pharmacist/druggist/chemist/patent medicine seller	16	28367
3877	appraiser	2	28386
3878	appraiser	2	28412
3879	appraiser	2	28415
3880	stamp agent, stamp office	20	28416
3881	shopkeeper	25	28437
3882	clerk?	26	28462
3883	land surveyor	10	28469
3884	fustian dyer	21	28488
3885	fustian dyer	21	28489
3887	lottery agent	12	28492
3888	postmaster/postmistress	17	28492
3889	corn dealer	8	28496
3890	haberdasher	21	28500
3891	tailor	21	28507
3892	hide seller	25	28508
3893	corn dealer	8	28514
3894	corn dealer	8	28518
3895	postmaster/postmistress	17	28520
3896	postmaster/postmistress	17	28521
3898	hosier	21	28543
3899	house agent	10	28551
3900	pharmacist/druggist/chemist/patent medicine seller	16	28594
3901	musical instrument maker	14	28610
3902	shoemaker	21	28611
3903	appraiser	2	28612
3904	postmaster/postmistress	17	28620
3905	boot dealer	21	28623
3906	pharmacist/druggist/chemist/patent medicine seller	16	28627
3907	pharmacist/druggist/chemist/patent medicine seller	16	28630
3908	pharmacist/druggist/chemist/patent medicine seller	16	28632
3909	postmaster/postmistress	17	28640
3910	pharmacist/druggist/chemist/patent medicine seller	16	28641
3911	private tutor	5	28648
3912	appraiser	2	28660
3913	draper	21	28661
3914	musical instrument seller/dealer	14	28664
3915	stamp agent, stamp office	20	28665
3916	hatter	21	28671
3917	artist	3	28684
3918	portable-desk manufacturer	24	28685
3919	postmaster/postmistress	17	28710
3920	house agent	10	28713
3921	museum owner	5	28728
3922	postmaster/postmistress	17	28736
3923	painter	3	28749
3924	painter?	3	28751
3925	pharmacist/druggist/chemist/patent medicine seller	16	28797
3926	insurance agent	9	28810
3927	ironmonger	25	28816
3928	dyer	21	28827
3929	lead-smelting mill	24	28831
3930	mineral water seller	25	28832
3931	pharmacist/druggist/chemist/patent medicine seller	16	28834
3932	grocer	8	28847
3933	mathematical instrument maker	13	28851
3934	leather cutter	24	28855
3935	pharmacist/druggist/chemist/patent medicine seller	16	28858
3936	smallware dealer	25	28859
3937	postmaster/postmistress	17	28868
3938	mealman	1	28871
3939	teacher (maths)	5	28878
3940	plumber	10	28885
3941	china/glass/earthenware seller/dealer	25	28889
3942	leather cutter	24	28895
3943	optician	19	28899
3944	toyman/woman, toyshop	22	28900
3945	glass warehouse	25	28906
3946	beerhouse	8	28910
3947	perfumer	16	28916
3948	haberdasher	21	28934
3949	seal engraver	24	28945
3950	rector	18	28967
3951	pharmacist/druggist/chemist/patent medicine seller	16	28970
3952	appraiser	2	28971
3953	shopkeeper	25	28985
3954	postmaster/postmistress	17	28991
3955	penknife manufacturer	24	35133
3956	solicitor	11	28992
3957	pawnbroker	7	28998
3958	leather cutter	24	29001
3959	insurance agent	9	29007
3960	stamp agent, stamp office	20	29012
3961	toyman/woman, toyshop	22	29016
3962	postmaster/postmistress	17	29027
3963	shopkeeper	25	29028
3964	postmaster/postmistress	17	29032
3965	postmaster/postmistress	17	29033
3966	insurance agent (Guardian)	9	29039
3967	mercer	21	29053
3968	seal engraver	24	29055
3969	postmaster/postmistress	17	29073
3970	postmaster/postmistress	17	29074
3971	shopkeeper	25	29076
3972	lottery agent	12	29080
3973	pharmacist/druggist/chemist/patent medicine seller	16	29086
3974	insurance agent (Atlas)	9	29088
3975	postmaster/postmistress	17	29089
3976	Minister of religion	18	29090
3977	postmaster/postmistress	17	29093
3978	postmaster/postmistress	17	29095
3979	postmaster/postmistress	17	29096
3980	postmaster/postmistress	17	29099
3981	postmaster/postmistress	17	29116
3982	postmaster/postmistress	17	29118
3983	schoolmaster/schoolmistress	4	29121
3984	pencil case maker	24	29124
3985	smallware dealer	25	29126
3986	appraiser	2	29135
3987	fancy repository	25	29137
3988	pharmacist/druggist/chemist/patent medicine seller	16	29139
3989	wine merchant	8	29142
3990	pharmacist/druggist/chemist/patent medicine seller	16	29148
3991	lottery agent	12	29149
3992	piano player	14	29155
3993	wire weaver	24	29163
3994	appraiser	2	29181
3995	linen printer	21	29200
3996	wool sheets merchant	21	29201
3997	schoolmaster/schoolmistress	4	29206
3998	silversmith	24	29207
3999	insurance agent	9	29245
4000	berlin-wool dealer	21	29271
4001	berlin-wool dealer	21	29272
4002	grocer	8	29275
4003	corn miller	8	29278
4004	corn miller	8	29310
4005	colourman	3	29347
4007	oil-paintings dealer	3	29352
4008	bellman	26	29379
4009	jeweller	25	29388
4010	skinner	24	29416
4011	insurance agent (Salamander)	9	29421
4012	appraiser	2	29451
4013	postmaster/postmistress	17	29460
4014	music professor	14	29485
4016	pharmacist/druggist/chemist/patent medicine seller	16	29488
4018	stamp agent, stamp office	20	29507
4019	postmaster/postmistress	17	29510
4020	postmaster/postmistress	17	29515
4021	enameller	24	29522
4022	enameller	24	29523
4023	enameller	24	29524
4024	silversmith	24	29534
4025	clerk	26	29553
4026	schoolmaster/schoolmistress	4	29561
4027	Bristol-board manufacturer	24	29573
4028	dealer	25	29615
4029	jeweller	25	29618
4030	broker	7	29634
4031	insurance agent (Royal Exchange)	9	29650
4032	stamp agent, stamp office	20	29655
4033	tea dealer	8	29657
4034	slopseller	25	29661
4035	artist	3	29669
4036	warehouse	25	29674
4037	door-plate maker	24	29679
4038	appraiser	2	29695
4039	dealer	25	29697
4040	appraiser	2	29700
4041	postmaster/postmistress	17	29704
4042	insurance agent (Phoenix)	9	29705
4043	postmaster/postmistress	17	29707
4044	rag-cutter	21	29709
4045	appraiser	2	29717
4046	house painter	10	29729
4047	appraiser	2	29734
4048	appraiser	2	29746
4049	insurance agent	9	29746
4050	musical instrument seller/dealer	14	29752
4051	painter	3	29764
4052	seal engraver	24	29773
4053	seal engraver	24	29774
4054	appraiser	2	29776
4055	hardwareman	25	29794
4056	insurance agent	9	29815
4057	postmaster/postmistress	17	29816
4058	fancy repository	25	29819
4059	organist	14	29848
4060	organist	14	29849
4061	pharmacist/druggist/chemist/patent medicine seller	16	29855
4062	postmaster/postmistress	17	29860
4063	carrier	23	29869
4064	stamp agent, stamp office	20	29900
4065	insurance agent	9	29900
4066	wine merchant	8	29901
4067	tobacconist	25	29902
4068	wine merchant	8	29906
4069	postmaster/postmistress	17	29916
4070	lace maker	24	22585
4071	undertaker	15	22622
4072	glazier	10	22657
4073	glazier	10	22658
4074	estate agent	10	22723
4075	pharmacist/druggist/chemist/patent medicine seller	16	22788
4076	lottery agent	12	22788
4077	insurance agent	9	22788
4078	wine merchant	8	22803
4079	stamp agent, stamp office	20	29919
4080	tea dealer	8	29920
4081	pharmacist/druggist/chemist/patent medicine seller	16	29936
4082	perfumer	16	29937
4083	writing master	5	29969
4084	broker	7	29971
4085	glass dealer	25	29980
4086	engraver's toolmaker	3	29983
4087	engraver's toolmaker	3	29985
4088	postmaster/postmistress	17	29986
4089	banker	7	29994
4090	grinder	24	30024
4091	pocket-knife manufacturer	24	30027
4092	shopkeeper	25	30034
4093	carrier	23	30039
4094	innkeeper	6	30044
4095	pawnbroker	7	30059
4096	pattern-card maker	24	30059
4097	shopkeeper	25	30073
4098	engine maker	24	30081
4099	insurance agent (Norwich Union)	9	30082
4100	appraiser	2	30095
4101	postmaster/postmistress	17	30106
4102	cabinet maker	24	30108
4103	letter carrier	23	30112
4104	grocer	8	30127
4105	salesman	25	30144
4106	musical instrument seller/dealer	14	30145
4107	letter carrier	23	30146
4108	writing table maker	24	30202
4109	music professor	14	30206
4110	pharmacist/druggist/chemist/patent medicine seller	16	30212
4111	broker	7	30213
4112	postmaster/postmistress	17	30215
4113	pharmacist/druggist/chemist/patent medicine seller	16	30223
4114	pharmacist/druggist/chemist/patent medicine seller	16	30238
4115	pharmacist/druggist/chemist/patent medicine seller	16	30240
4116	corn mill	8	30256
4117	sheriff's officer	11	30259
4118	victualler	8	30271
4119	mangle maker	24	30274
4120	bone dealer	25	30275
4121	tobacconist	25	30277
4122	mangle maker	24	30278
4123	furniture broker	25	30280
4124	whalebone cutter	21	30284
4125	mangle maker	24	30291
4126	wool broker	21	30298
4127	musical instrument maker	14	30317
4128	pharmacist/druggist/chemist/patent medicine seller	16	30322
4129	postmaster/postmistress	17	30342
4130	pharmacist/druggist/chemist/patent medicine seller	16	30344
4131	postmaster/postmistress	17	30346
4132	nail maker (patent)	24	30347
4133	nail maker (patent)	24	30348
4134	nail maker (patent)	24	30349
4135	pharmacist/druggist/chemist/patent medicine seller	16	30351
4136	pharmacist/druggist/chemist/patent medicine seller	16	30354
4137	postmaster/postmistress	17	30364
4138	trunk-maker	24	30372
4139	watchmaker	19	30384
4140	postmaster/postmistress	17	30407
4141	china/glass/earthenware seller/dealer	25	30409
